# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "gene_id" "-a" "reference/GCF_000484505.2_ASM48450v2_genomic.gtf" "-o" "counts/gene_counts.txt" "bam_files/SRR23426208.bam" "bam_files/SRR23426209.bam" "bam_files/SRR23426210.bam" "bam_files/SRR23426211.bam" "bam_files/SRR23426212.bam" "bam_files/SRR23426213.bam" "bam_files/SRR23426214.bam" "bam_files/SRR23426215.bam" "bam_files/SRR23426216.bam" "bam_files/SRR23426217.bam" "bam_files/SRR23426218.bam" "bam_files/SRR23426219.bam" "bam_files/SRR23426220.bam" "bam_files/SRR23426221.bam" "bam_files/SRR23426222.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_files/SRR23426208.bam	bam_files/SRR23426209.bam	bam_files/SRR23426210.bam	bam_files/SRR23426211.bam	bam_files/SRR23426212.bam	bam_files/SRR23426213.bam	bam_files/SRR23426214.bam	bam_files/SRR23426215.bam	bam_files/SRR23426216.bam	bam_files/SRR23426217.bam	bam_files/SRR23426218.bam	bam_files/SRR23426219.bam	bam_files/SRR23426220.bam	bam_files/SRR23426221.bam	bam_files/SRR23426222.bam
CAETHG_RS10215	NC_022592.1	2165578	2166477	+	900	390	266	361	243	274	259	217	186	286	394	468	437	182	155	226
CAETHG_RS10220	NC_022592.1	2166581	2167249	-	669	937	1011	814	911	672	935	819	831	601	769	868	660	728	1052	994
CAETHG_RS10225	NC_022592.1	2167337	2168122	-	786	1213	1017	1049	1079	725	1045	1016	820	830	731	927	761	849	1140	1106
CAETHG_RS10230	NC_022592.1	2168464	2170362	+	1899	20846	24849	16164	18591	15356	17255	18745	11948	23028	13754	13300	17568	23239	20377	20343
CAETHG_RS10235	NC_022592.1	2170592	2171140	-	549	848	776	906	564	435	550	539	586	561	542	1117	296	392	731	772
CAETHG_RS10240	NC_022592.1	2171358	2171525	+	168	57	617	135	474	1247	595	56	583	148	5144	12333	2172	1309	1726	311
CAETHG_RS10245	NC_022592.1	2171780	2173042	+	1263	4328	3575	5428	3801	2674	2965	3899	3632	3770	3062	3682	4465	3009	2798	3982
CAETHG_RS10250	NC_022592.1	2173072	2173857	+	786	2288	1917	2829	2049	1307	1750	2131	1764	1947	1458	1720	2317	1536	1343	1875
CAETHG_RS10255	NC_022592.1	2173921	2174082	+	162	529	370	680	513	327	433	488	437	534	325	380	419	364	343	461
CAETHG_RS10260	NC_022592.1	2174314	2174813	+	500	1920	1556	2721	2069	1231	1682	1884	1987	1696	1834	2839	1714	1257	1764	1739
CAETHG_RS10265	NC_022592.1	2174937	2176754	+	1818	569	386	453	318	322	478	402	305	453	265	398	362	291	250	458
CAETHG_RS10270	NC_022592.1	2176999	2178390	+	1392	7523	5830	6107	4565	4239	5226	5099	4013	5115	4011	4146	5087	4846	4656	6017
CAETHG_RS10275	NC_022592.1	2178493	2178738	+	246	1320	1005	1168	911	793	1023	837	835	930	851	1012	817	868	955	1095
CAETHG_RS10280	NC_022592.1	2179037	2179501	+	465	2347	2353	3449	1353	2171	3462	1110	1701	2746	2072	3605	1427	1476	2157	2239
CAETHG_RS10285	NC_022592.1	2179616	2180047	+	432	378	343	552	200	390	521	203	264	500	400	964	308	225	314	330
CAETHG_RS10290	NC_022592.1	2180144	2181037	+	894	230	224	420	206	252	303	244	164	379	201	283	216	203	220	241
CAETHG_RS10295	NC_022592.1	2181360	2182559	+	1200	221	575	379	287	803	480	251	317	484	2601	3376	2723	764	484	285
CAETHG_RS10300	NC_022592.1	2182633	2183580	-	948	3596	3271	4835	3171	3322	3706	3701	3124	4756	2568	3310	2995	2958	2487	3734
CAETHG_RS10305	NC_022592.1	2183619	2184464	-	846	2716	2679	3489	2510	2771	2986	2669	2404	4231	1860	1826	2619	2249	1436	2436
CAETHG_RS10310	NC_022592.1	2184492	2185367	-	876	3416	3642	4164	2958	3480	3492	3271	2719	5031	2485	2354	3251	2855	1740	3209
CAETHG_RS10315	NC_022592.1	2185469	2186812	-	1344	4412	4547	5105	3721	4344	4415	4435	3707	6121	2862	2741	4176	3557	2193	4298
CAETHG_RS10320	NC_022592.1	2186837	2187292	-	456	1620	1666	2015	1521	1760	1675	1530	1504	2373	1230	1018	1473	1297	1001	1474
CAETHG_RS10325	NC_022592.1	2187315	2187827	-	513	2081	2250	2599	1958	2286	2114	1983	1914	2868	1543	1366	2051	1897	1196	2101
CAETHG_RS10330	NC_022592.1	2187830	2189068	-	1239	3598	3634	4357	3405	3599	3479	3663	3102	5266	2445	2207	3727	3064	1866	3444
CAETHG_RS10335	NC_022592.1	2189094	2189840	-	747	3201	3469	3856	2943	3341	3185	3309	2805	4663	2224	2015	3360	2677	1580	3055
CAETHG_RS10340	NC_022592.1	2189851	2190788	-	938	1843	2072	2334	1643	1992	1704	1813	1744	2664	1389	1039	2048	1521	1076	1759
CAETHG_RS10345	NC_022592.1	2190810	2191748	-	939	1927	2438	2511	1833	2183	1932	1912	1931	3006	1519	1364	2182	1724	1147	1978
CAETHG_RS10350	NC_022592.1	2191819	2192799	-	981	2008	2278	2507	1766	2039	1877	1966	1779	2932	1435	1315	1961	1627	1175	2033
CAETHG_RS10355	NC_022592.1	2192792	2193268	-	477	764	898	912	707	743	699	816	649	1068	528	484	684	606	416	701
CAETHG_RS10360	NC_022592.1	2193307	2194374	-	1068	2386	2721	2498	1951	2186	1958	2229	1938	3457	1514	1479	2224	1873	1433	2229
CAETHG_RS10365	NC_022592.1	2194730	2195728	+	999	1654	1540	2503	1906	1410	1834	1722	1631	1677	1558	2479	1476	1240	1842	1674
CAETHG_RS10370	NC_022592.1	2195721	2196707	+	987	1871	1705	2692	1934	1598	2096	1610	1588	1892	1848	2445	1685	1531	1832	1930
CAETHG_RS10375	NC_022592.1	2196759	2196834	-	76	14	19	17	10	5	8	10	18	12	36	48	30	14	29	13
CAETHG_RS10380	NC_022592.1	2196840	2196916	-	77	4	2	12	3	2	4	2	8	6	17	13	8	9	7	5
CAETHG_RS10385	NC_022592.1	2196922	2196997	-	76	11	8	7	12	10	5	2	13	5	22	31	13	6	10	3
CAETHG_RS10390	NC_022592.1	2197013	2197087	-	75	73	66	81	25	41	46	55	59	45	120	223	91	42	65	55
CAETHG_RS10395	NC_022592.1	2197313	2198128	-	816	346	406	460	294	328	347	310	222	377	339	471	415	342	424	339
CAETHG_RS10400	NC_022592.1	2198139	2198519	-	381	508	582	632	405	396	535	489	383	551	521	767	487	434	652	525
CAETHG_RS10405	NC_022592.1	2198723	2199952	+	1230	930	947	1560	918	920	1136	1008	720	1299	834	1126	1037	794	806	1151
CAETHG_RS10410	NC_022592.1	2199977	2200732	-	756	1653	1658	3080	2024	1676	2357	2160	1885	2278	1928	3141	1792	1693	2189	2231
CAETHG_RS10415	NC_022592.1	2201063	2202349	-	1287	7123	4323	10555	8464	7942	14889	8241	8797	4483	7625	8627	9961	6450	6394	6266
CAETHG_RS10420	NC_022592.1	2202414	2203817	-	1404	4860	3213	8908	6909	6403	12296	7228	6861	3811	6178	7298	9686	4776	4606	4703
CAETHG_RS10425	NC_022592.1	2203994	2204290	+	297	379	5021	553	1525	7151	3691	418	2451	932	23032	40853	23584	7436	6254	1388
CAETHG_RS10430	NC_022592.1	2204451	2205848	+	1398	1691	1441	2603	2185	2006	2716	2537	1722	1906	1951	2266	2803	2223	1349	2544
CAETHG_RS10435	NC_022592.1	2205868	2207103	+	1236	1571	1353	3039	2358	1760	2961	2653	1849	1920	1999	2441	2466	2394	1757	2859
CAETHG_RS10440	NC_022592.1	2207167	2208396	-	1230	968	739	845	502	490	639	610	471	738	373	526	309	545	601	769
CAETHG_RS10445	NC_022592.1	2208518	2209597	+	1080	849	594	927	608	588	892	742	474	814	494	716	554	590	554	734
CAETHG_RS10450	NC_022592.1	2209636	2210940	+	1305	1146	941	1283	829	833	1137	868	737	1116	652	905	784	701	792	818
CAETHG_RS10455	NC_022592.1	2211029	2211415	-	387	20	17	25	17	12	13	17	17	20	11	38	16	21	20	19
CAETHG_RS10460	NC_022592.1	2211601	2211936	+	336	341	208	243	159	214	254	171	109	267	189	361	147	234	176	231
CAETHG_RS10465	NC_022592.1	2211943	2212806	-	864	181	162	192	136	157	225	180	107	204	194	230	179	141	142	204
CAETHG_RS10470	NC_022592.1	2212963	2213718	+	756	5	21	19	5	9	20	5	5	14	13	14	13	6	5	15
CAETHG_RS10475	NC_022592.1	2213730	2214125	+	396	16	7	17	10	12	23	13	8	12	20	15	15	4	8	13
CAETHG_RS10480	NC_022592.1	2214195	2214695	-	501	22	16	25	28	33	34	2	12	23	62	90	57	14	5	16
CAETHG_RS10485	NC_022592.1	2214912	2217005	-	2094	20	59	49	62	66	105	79	32	55	296	259	163	58	67	37
CAETHG_RS10490	NC_022592.1	2217174	2218271	-	1098	46	66	56	584	364	294	661	212	97	1847	1688	1386	171	232	71
CAETHG_RS10495	NC_022592.1	2218313	2219692	-	1380	13	20	14	244	136	117	239	74	26	464	353	230	73	54	20
CAETHG_RS10500	NC_022592.1	2220169	2221506	-	1338	12	11	13	90	34	33	45	26	14	130	115	60	26	23	28
CAETHG_RS10505	NC_022592.1	2221658	2221924	-	267	28	10	45	22	51	45	34	47	30	64	108	61	39	38	24
CAETHG_RS10510	NC_022592.1	2222014	2222994	-	981	10	19	18	20	23	28	9	11	19	32	48	15	13	13	15
CAETHG_RS10515	NC_022592.1	2223143	2224012	+	870	44	39	57	84	54	74	120	48	84	190	202	127	40	57	55
CAETHG_RS10520	NC_022592.1	2224150	2225592	+	1443	650	515	786	435	356	596	461	422	426	634	1098	496	355	483	527
CAETHG_RS10525	NC_022592.1	2225690	2226628	-	939	93	127	156	424	220	210	420	215	164	926	581	700	130	143	93
CAETHG_RS10530	NC_022592.1	2226676	2227692	-	1017	159	143	213	581	287	275	546	239	240	1287	792	945	172	243	98
CAETHG_RS10535	NC_022592.1	2228156	2228470	-	315	83	55	136	164	64	66	103	107	37	213	403	84	55	109	120
CAETHG_RS10540	NC_022592.1	2228505	2229770	-	1266	12	33	43	340	61	69	213	41	33	74	80	76	56	73	36
CAETHG_RS10545	NC_022592.1	2229879	2230721	-	843	19	14	49	140	36	48	111	18	29	50	31	44	58	36	23
CAETHG_RS10550	NC_022592.1	2230731	2231990	-	1260	25	40	73	334	62	100	269	37	101	66	73	64	114	102	51
CAETHG_RS10555	NC_022592.1	2232008	2233462	-	1455	17	22	50	262	40	52	229	37	63	76	115	74	72	64	67
CAETHG_RS10560	NC_022592.1	2233960	2234718	+	759	259	256	450	241	233	353	299	213	281	182	370	207	202	221	254
CAETHG_RS10565	NC_022592.1	2234774	2234947	+	174	85	67	195	71	79	100	90	91	126	108	212	137	40	53	68
CAETHG_RS10570	NC_022592.1	2235083	2235925	+	843	334	268	652	391	344	544	470	350	681	257	344	438	181	219	257
CAETHG_RS10575	NC_022592.1	2236123	2236959	-	837	1990	1846	2904	2362	1986	2550	2560	1776	2344	1385	1579	1532	1473	1955	2122
CAETHG_RS10580	NC_022592.1	2237175	2237540	-	366	32	55	214	237	148	173	224	152	97	411	553	304	111	182	125
CAETHG_RS10585	NC_022592.1	2237793	2238469	-	677	8	20	17	7	30	31	10	15	10	21	33	34	12	15	13
CAETHG_RS10590	NC_022592.1	2238611	2238686	-	76	2	0	9	3	2	2	2	8	0	2	16	3	2	0	4
CAETHG_RS10595	NC_022592.1	2238988	2239434	+	447	18152	10414	5528	6204	7864	13028	16268	4666	6471	2720	4521	1947	10000	12597	16407
CAETHG_RS10600	NC_022592.1	2239489	2239935	+	447	23397	13299	7620	8490	10201	16671	22877	7233	9315	4133	6893	2738	13266	16630	21103
CAETHG_RS10605	NC_022592.1	2240008	2241342	-	1335	7851	6366	7345	5019	5615	7385	6362	5030	6981	4257	5595	4722	5872	5286	7869
CAETHG_RS10610	NC_022592.1	2241442	2243337	-	1896	7400	6845	6991	4917	5875	6896	5562	4900	6802	4741	4732	5306	5971	5268	7418
CAETHG_RS10615	NC_022592.1	2243350	2243793	-	444	2120	1839	2114	1588	1634	2131	1676	1488	2050	1158	1193	1406	1523	1359	2095
CAETHG_RS10620	NC_022592.1	2243794	2245779	-	1986	2859	2775	3042	2025	1961	2555	2227	1862	2814	1442	1441	1749	2184	1919	2865
CAETHG_RS10625	NC_022592.1	2245798	2246795	-	998	1852	1602	2022	1375	1166	1612	1453	1046	1574	821	1047	1200	1362	1264	1844
CAETHG_RS10635	NC_022592.1	2246795	2247112	-	318	896	777	855	670	534	829	690	569	785	438	680	575	696	771	946
CAETHG_RS10640	NC_022592.1	2247277	2247534	-	258	9818	7045	11898	7640	5149	7160	7418	6781	7710	5901	9226	5766	5524	6703	7105
CAETHG_RS10645	NC_022592.1	2247556	2247996	-	441	7703	6440	10972	7102	5021	6351	6653	6260	7047	6263	8324	6598	4848	6324	6017
CAETHG_RS10650	NC_022592.1	2248009	2248296	-	288	7682	5736	9534	5828	3940	5469	5681	4996	5626	5016	7135	5769	4555	5177	5756
CAETHG_RS10655	NC_022592.1	2248401	2248613	-	213	974	910	821	627	628	784	546	599	936	438	408	503	653	647	835
CAETHG_RS10660	NC_022592.1	2248617	2249507	-	891	1930	1868	1660	1212	1353	1528	1353	985	1895	973	965	979	1361	1407	1802
CAETHG_RS10665	NC_022592.1	2249523	2249774	-	252	242	282	239	131	170	186	157	138	215	137	147	133	217	260	308
CAETHG_RS10670	NC_022592.1	2250231	2251286	+	1056	506	418	852	436	579	555	433	363	687	388	550	414	394	414	475
CAETHG_RS10675	NC_022592.1	2251365	2251952	+	588	643	745	886	478	773	857	494	400	748	799	1440	711	622	617	635
CAETHG_RS10680	NC_022592.1	2251966	2252196	-	231	12	14	9	5	15	12	9	18	3	29	36	21	7	9	4
CAETHG_RS10685	NC_022592.1	2252253	2252756	-	504	1867	2183	1936	1341	1221	1724	1314	1070	1458	1302	1773	1284	1400	1555	1592
CAETHG_RS10690	NC_022592.1	2252809	2253669	-	861	3131	3684	3274	2399	2257	3126	2488	1800	2486	2230	2402	2436	2383	2581	2659
CAETHG_RS10695	NC_022592.1	2253677	2254444	-	768	2057	1975	2220	1674	1554	2004	1734	1299	1718	1446	1899	1603	1490	1706	1742
CAETHG_RS10700	NC_022592.1	2254580	2255353	-	774	3789	3586	4834	3551	3100	3692	3246	2790	3945	4829	6979	4479	3163	4160	3882
CAETHG_RS10705	NC_022592.1	2255453	2256166	-	714	1378	1207	1728	1093	1223	1432	1163	994	1431	1206	1234	1647	1033	1014	1408
CAETHG_RS10710	NC_022592.1	2256192	2258078	-	1887	3818	3335	4516	3168	3418	4062	3568	3006	4577	3099	3051	4558	2723	2468	3766
CAETHG_RS10715	NC_022592.1	2258090	2259469	-	1380	1080	983	1393	1046	1039	1158	1233	1088	1462	922	1077	1578	793	804	1108
CAETHG_RS10720	NC_022592.1	2259772	2260398	-	627	3475	3260	5080	3534	2681	3460	3527	3041	4934	3375	4295	3581	2735	3063	3746
CAETHG_RS10725	NC_022592.1	2260415	2261071	-	657	1876	1834	3020	2071	1786	2095	2059	1741	3022	1857	2329	2398	1681	1772	2022
CAETHG_RS10730	NC_022592.1	2261092	2261301	-	210	477	462	775	547	477	503	556	424	727	497	601	585	398	495	513
CAETHG_RS10735	NC_022592.1	2261298	2261633	-	336	1030	1337	1411	962	800	1075	966	866	1151	1069	1692	957	950	1013	1255
CAETHG_RS10740	NC_022592.1	2261684	2261818	-	135	4426	3557	7959	4891	3017	3217	3372	6635	4231	6473	14103	3201	2101	3741	3134
CAETHG_RS10745	NC_022592.1	2262416	2263768	+	1353	3733	4269	5898	3834	3300	4315	4063	3294	4644	3650	5028	4771	3346	3553	3919
CAETHG_RS10750	NC_022592.1	2264025	2265128	+	1104	604	681	1247	690	622	763	756	648	1144	496	549	881	451	391	634
CAETHG_RS10755	NC_022592.1	2265156	2265362	+	207	78	90	174	120	125	126	107	128	158	101	86	150	53	68	88
CAETHG_RS10760	NC_022592.1	2265432	2266531	+	1100	1918	2192	3373	2299	1729	2148	2236	1839	2404	1825	2460	2401	1696	1658	2001
CAETHG_RS10765	NC_022592.1	2266550	2266813	+	264	525	507	926	645	515	599	548	483	670	517	493	607	467	398	513
CAETHG_RS10770	NC_022592.1	2266834	2268744	+	1911	4333	4405	6462	4693	4158	4235	4402	4198	5697	3958	4089	5486	4041	3727	4267
CAETHG_RS10775	NC_022592.1	2268762	2271233	+	2472	6044	6035	8069	5481	5554	5486	5147	4820	6493	6013	6452	6806	5402	5491	5233
CAETHG_RS10780	NC_022592.1	2271731	2273240	+	1510	536	650	441	488	1264	941	333	1002	406	797	277	1226	259	1713	857
CAETHG_RS10785	NC_022592.1	2273525	2276414	+	2890	225266	307002	168195	196410	207652	279422	208910	235661	214892	170226	199769	209079	268528	241634	253296
CAETHG_RS10790	NC_022592.1	2276622	2276738	+	117	0	2	2	1	0	1	5	2	1	8	2	2	0	0	2
CAETHG_RS10795	NC_022592.1	2276744	2276820	+	77	0	0	2	3	2	4	1	5	1	4	0	1	2	0	0
CAETHG_RS10800	NC_022592.1	2276913	2277416	+	504	177	154	243	145	128	176	175	148	144	122	181	62	159	161	183
CAETHG_RS10805	NC_022592.1	2277556	2278050	+	495	857	832	1626	1126	853	1436	1175	767	1119	985	1555	902	908	1069	1403
CAETHG_RS10810	NC_022592.1	2278096	2280813	+	2718	2686	2568	5366	4595	2929	4616	4593	3441	2558	4133	4706	4307	4221	4358	4858
CAETHG_RS10815	NC_022592.1	2280889	2282279	+	1391	2164	2404	4223	3601	2665	3366	3251	3060	2009	3814	4056	3547	3515	3721	3605
CAETHG_RS10820	NC_022592.1	2282295	2282645	+	351	750	858	1465	1286	954	1262	1180	1047	786	1412	1631	1287	1272	1374	1382
CAETHG_RS10825	NC_022592.1	2283019	2284299	+	1281	1635	1291	4113	3328	1122	1741	1994	2803	1297	1808	2131	2010	3700	4748	4018
CAETHG_RS10830	NC_022592.1	2284557	2284647	+	91	179	111	179	103	49	59	90	218	76	191	418	73	62	155	128
CAETHG_RS10835	NC_022592.1	2284677	2284767	+	91	125	88	139	90	44	70	73	163	80	112	268	96	43	93	70
CAETHG_RS10840	NC_022592.1	2284931	2285007	+	77	192	153	215	138	127	109	153	155	156	193	408	274	86	125	131
CAETHG_RS10845	NC_022592.1	2285103	2286278	-	1176	489	529	1561	855	925	1021	965	778	1152	789	1016	1166	454	404	538
CAETHG_RS10850	NC_022592.1	2287008	2287571	-	564	351	339	587	366	387	561	363	276	438	338	550	383	299	313	395
CAETHG_RS10855	NC_022592.1	2287717	2287920	+	204	1	0	1	0	1	0	0	0	0	0	6	6	1	1	2
CAETHG_RS10860	NC_022592.1	2287923	2288717	+	795	11	7	5	0	12	11	10	0	2	10	11	8	8	3	21
CAETHG_RS10865	NC_022592.1	2289032	2289250	+	219	20	9	17	7	11	10	14	6	14	14	15	2	5	24	8
CAETHG_RS10870	NC_022592.1	2289278	2289706	+	429	8	15	18	13	15	11	13	5	9	7	14	8	9	5	7
CAETHG_RS10875	NC_022592.1	2289990	2290397	+	408	18	19	12	10	11	12	13	5	10	9	23	13	7	6	12
CAETHG_RS10880	NC_022592.1	2290468	2290647	+	180	27	13	19	14	19	18	16	8	19	19	38	17	15	23	22
CAETHG_RS10885	NC_022592.1	2290749	2291492	+	744	62	65	51	37	83	76	43	31	55	117	143	67	64	43	64
CAETHG_RS10890	NC_022592.1	2291971	2292738	+	768	76	75	81	44	122	138	54	40	94	148	166	142	73	62	94
CAETHG_RS10895	NC_022592.1	2292959	2293210	+	252	58	90	57	31	54	76	24	31	39	77	54	46	59	50	63
CAETHG_RS10900	NC_022592.1	2293233	2293655	+	423	71	72	50	34	83	88	37	31	67	62	73	79	61	77	94
CAETHG_RS10905	NC_022592.1	2293847	2294095	+	249	693	606	648	394	411	595	427	318	533	456	534	311	402	597	587
CAETHG_RS10910	NC_022592.1	2294148	2294510	+	363	61	108	83	36	57	65	39	50	62	38	62	25	36	63	48
CAETHG_RS10915	NC_022592.1	2294742	2295647	+	906	42	48	47	30	58	75	22	22	29	109	162	89	35	50	55
CAETHG_RS10920	NC_022592.1	2295819	2296343	-	525	106	78	151	97	71	102	75	64	89	125	262	86	31	72	80
CAETHG_RS10925	NC_022592.1	2296576	2296941	+	366	19	42	35	21	45	40	20	34	34	88	162	100	18	38	24
CAETHG_RS20595	NC_022592.1	2297026	2297154	+	129	50	39	59	27	19	41	28	21	31	70	121	46	43	38	55
CAETHG_RS10930	NC_022592.1	2297232	2297777	-	546	1276	956	834	499	577	830	657	444	772	357	410	343	698	878	1183
CAETHG_RS10935	NC_022592.1	2297800	2298663	-	864	2325	1980	1675	992	1271	1782	1260	976	1478	621	1066	739	1489	1886	2405
CAETHG_RS10940	NC_022592.1	2298775	2302494	+	3720	40	56	43	18	75	46	23	31	60	156	128	70	35	29	41
CAETHG_RS10945	NC_022592.1	2303542	2304378	+	837	564	384	491	311	349	502	423	323	421	291	365	364	428	434	610
CAETHG_RS10950	NC_022592.1	2304741	2304902	-	162	26	8	18	11	18	8	15	20	16	76	127	102	11	12	17
CAETHG_RS10955	NC_022592.1	2304917	2307304	-	2388	41	82	54	70	116	54	36	82	40	765	827	1018	82	73	73
CAETHG_RS10960	NC_022592.1	2307364	2307687	-	324	2	7	6	7	9	3	2	8	1	117	132	142	11	8	5
CAETHG_RS10965	NC_022592.1	2307703	2308074	-	372	4	12	7	13	15	20	0	8	11	179	189	253	9	11	3
CAETHG_RS10970	NC_022592.1	2308592	2308765	-	174	2	10	10	19	44	16	2	14	5	213	279	255	7	10	11
CAETHG_RS10975	NC_022592.1	2308885	2309085	-	201	36	29	30	13	22	15	20	28	25	48	117	16	22	27	24
CAETHG_RS10980	NC_022592.1	2309405	2310820	+	1416	255	1256	431	477	2215	1019	170	759	420	3977	4172	4507	1497	1282	371
CAETHG_RS10985	NC_022592.1	2312092	2312397	+	306	443	441	588	463	365	396	378	421	408	544	609	442	437	685	423
CAETHG_RS10990	NC_022592.1	2312744	2313298	+	555	1583	1850	2465	1592	1436	1530	1279	1346	1147	4633	6625	3304	1781	2196	1883
CAETHG_RS10995	NC_022592.1	2313309	2314004	+	696	632	693	1013	895	627	705	661	599	767	1040	1083	861	632	902	825
CAETHG_RS11000	NC_022592.1	2314081	2315190	+	1110	2851	2976	4264	2993	2162	2602	2314	2413	2246	3452	4326	2922	2641	3439	3330
CAETHG_RS11005	NC_022592.1	2315716	2316729	+	1014	1718	1540	2726	1565	1513	1978	1730	1575	1714	1694	2924	1518	1434	1585	1709
CAETHG_RS11010	NC_022592.1	2317371	2317577	+	207	96	552	150	270	1100	559	83	303	196	4542	8650	2604	764	1042	197
CAETHG_RS11015	NC_022592.1	2317593	2317886	+	294	35	253	82	139	375	231	32	105	55	1850	3223	1053	308	441	73
CAETHG_RS11020	NC_022592.1	2318138	2318812	+	675	31	64	100	57	132	77	22	56	53	286	429	283	37	74	53
CAETHG_RS11025	NC_022592.1	2318962	2319888	+	927	213	186	250	122	121	142	104	98	172	143	166	112	81	116	211
CAETHG_RS11030	NC_022592.1	2320001	2320750	-	750	688	690	876	756	520	687	583	519	763	766	936	857	573	620	769
CAETHG_RS11035	NC_022592.1	2321207	2322112	+	906	5	2	37	18	23	15	26	11	10	16	16	22	23	10	17
CAETHG_RS11040	NC_022592.1	2322178	2324151	+	1974	32	20	70	29	45	51	60	28	43	56	49	50	27	30	39
CAETHG_RS11045	NC_022592.1	2324198	2325547	+	1350	41	42	76	42	41	70	54	48	73	75	55	52	51	56	52
CAETHG_RS11050	NC_022592.1	2325798	2326349	+	552	208	2851	355	993	4341	2273	265	1415	523	18973	34317	16053	4645	3922	1065
CAETHG_RS11055	NC_022592.1	2326569	2327453	+	885	592	564	562	377	361	596	475	331	469	967	1841	972	514	648	567
CAETHG_RS11060	NC_022592.1	2327526	2328350	-	825	47	49	55	64	44	61	62	50	41	49	105	70	26	47	32
CAETHG_RS11065	NC_022592.1	2328379	2329215	-	837	23	9	64	36	37	48	48	29	18	38	48	41	16	17	17
CAETHG_RS11070	NC_022592.1	2329241	2330674	-	1434	21	19	118	138	70	82	136	78	88	69	69	113	52	23	33
CAETHG_RS11075	NC_022592.1	2330679	2331572	-	894	12	5	49	83	43	56	94	65	60	50	34	49	21	27	21
CAETHG_RS11080	NC_022592.1	2331884	2332741	-	858	2256	1960	3269	1741	1648	1979	2102	1802	3152	1225	1670	1635	1432	1539	1976
CAETHG_RS11085	NC_022592.1	2332885	2333778	-	894	6350	5031	4725	3332	3002	4600	3789	2570	4429	1776	2947	1764	3495	4555	6238
CAETHG_RS11090	NC_022592.1	2333966	2334544	+	579	879	756	461	330	356	445	539	425	521	217	395	156	439	577	786
CAETHG_RS11095	NC_022592.1	2334553	2336154	-	1602	471	962	495	379	1138	738	224	314	442	1273	1227	1155	904	672	431
CAETHG_RS11100	NC_022592.1	2336189	2336491	-	303	115	526	172	199	834	423	36	245	85	1476	2133	648	715	603	160
CAETHG_RS11105	NC_022592.1	2336614	2336690	+	77	153	117	142	78	56	88	120	87	99	103	206	127	76	74	130
CAETHG_RS11110	NC_022592.1	2336853	2337278	+	426	850	753	1024	531	482	635	683	508	724	663	986	813	412	500	679
CAETHG_RS11115	NC_022592.1	2337282	2337374	+	93	40	36	42	30	21	30	35	21	37	28	46	32	22	27	27
CAETHG_RS11120	NC_022592.1	2337477	2338226	-	750	221	184	360	157	146	193	230	133	280	81	126	151	114	87	139
CAETHG_RS11125	NC_022592.1	2338230	2338970	-	741	31	42	102	32	30	62	49	37	65	46	46	33	33	13	43
CAETHG_RS11130	NC_022592.1	2338963	2339886	-	924	61	68	140	50	62	80	74	39	84	61	60	84	66	34	92
CAETHG_RS11135	NC_022592.1	2340044	2340967	-	924	303	239	327	239	145	269	273	218	261	279	327	331	210	201	271
CAETHG_RS11140	NC_022592.1	2340969	2341670	-	702	110	134	165	116	107	161	137	127	140	167	164	188	93	109	165
CAETHG_RS11145	NC_022592.1	2341663	2341851	-	189	37	32	43	23	19	27	24	24	40	48	35	31	27	30	22
CAETHG_RS11150	NC_022592.1	2342133	2342222	+	90	186	144	211	137	102	109	118	170	99	184	312	220	110	173	158
CAETHG_RS11155	NC_022592.1	2342234	2342499	+	266	164285	185880	159652	142182	158623	170833	137302	168455	155423	290005	374424	235280	171914	289936	203179
CAETHG_RS11160	NC_022592.1	2342594	2344255	+	1662	3221	2870	3949	2947	3393	3333	3319	3136	3865	4573	5996	7470	2730	2875	3337
CAETHG_RS11165	NC_022592.1	2344337	2344681	+	345	4478	4122	5009	4383	4540	5351	4108	4618	3455	6840	12355	5822	4210	5402	5084
CAETHG_RS11170	NC_022592.1	2344730	2345326	+	597	766	599	837	530	649	651	684	557	779	620	612	1041	518	544	665
CAETHG_RS11175	NC_022592.1	2345431	2345718	+	288	289	268	336	216	270	318	255	243	325	315	455	374	227	282	322
CAETHG_RS11180	NC_022592.1	2345861	2346118	+	258	236	203	281	241	201	322	217	204	256	316	526	227	233	254	238
CAETHG_RS11185	NC_022592.1	2346206	2346898	+	693	42	42	126	57	89	111	77	131	86	181	301	408	35	34	50
CAETHG_RS11190	NC_022592.1	2347032	2347583	+	552	2387	2405	3049	2235	2532	2521	1939	2151	2751	2404	2439	2883	1902	2108	2526
CAETHG_RS11195	NC_022592.1	2347602	2348285	+	684	2915	2938	3209	2292	2760	3103	2462	2202	3262	2576	2764	3245	2407	2095	2828
CAETHG_RS11200	NC_022592.1	2348361	2349143	+	783	2117	2229	2662	1863	1933	2247	1774	1638	2441	1861	1989	2546	1743	1495	2038
CAETHG_RS11205	NC_022592.1	2349263	2349448	+	186	96	194	179	149	302	223	117	151	130	708	1315	529	151	192	100
CAETHG_RS11210	NC_022592.1	2349475	2349663	+	189	75	125	136	107	158	155	81	124	110	418	885	388	132	143	85
